image_path,mask_path,mask_exists,class_folder,class_name,label
c:\D Drive\Projects\BigVision Assignment\kaggle\input\casia-spicing-detection-localization\IMAGE\Tp\Tp_S_NRD_S_N_arc00006_arc00006_01122.png,c:\D Drive\Projects\BigVision Assignment\kaggle\input\casia-spicing-detection-localization\MASK\Tp\Tp_S_NRD_S_N_arc00006_arc00006_01122.png,1,Tp,tampered,1
c:\D Drive\Projects\BigVision Assignment\kaggle\input\casia-spicing-detection-localization\IMAGE\Au\Au_txt_00084.png,c:\D Drive\Projects\BigVision Assignment\kaggle\input\casia-spicing-detection-localization\MASK\Au\Au_txt_00084.png,1,Au,authentic,0
c:\D Drive\Projects\BigVision Assignment\kaggle\input\casia-spicing-detection-localization\IMAGE\Au\Au_pla_30211.png,c:\D Drive\Projects\BigVision Assignment\kaggle\input\casia-spicing-detection-localization\MASK\Au\Au_pla_30211.png,1,Au,authentic,0
c:\D Drive\Projects\BigVision Assignment\kaggle\input\casia-spicing-detection-localization\IMAGE\Au\Au_cha_30220.png,c:\D Drive\Projects\BigVision Assignment\kaggle\input\casia-spicing-detection-localization\MASK\Au\Au_cha_30220.png,1,Au,authentic,0
c:\D Drive\Projects\BigVision Assignment\kaggle\input\casia-spicing-detection-localization\IMAGE\Tp\Tp_S_CNN_S_N_cha00100_cha00100_10158.png,c:\D Drive\Projects\BigVision Assignment\kaggle\input\casia-spicing-detection-localization\MASK\Tp\Tp_S_CNN_S_N_cha00100_cha00100_10158.png,1,Tp,tampered,1
c:\D Drive\Projects\BigVision Assignment\kaggle\input\casia-spicing-detection-localization\IMAGE\Tp\Tp_D_NRN_S_B_cha00026_pla00009_00346.png,c:\D Drive\Projects\BigVision Assignment\kaggle\input\casia-spicing-detection-localization\MASK\Tp\Tp_D_NRN_S_B_cha00026_pla00009_00346.png,1,Tp,tampered,1
c:\D Drive\Projects\BigVision Assignment\kaggle\input\casia-spicing-detection-localization\IMAGE\Au\Au_nat_20012.png,c:\D Drive\Projects\BigVision Assignment\kaggle\input\casia-spicing-detection-localization\MASK\Au\Au_nat_20012.png,1,Au,authentic,0
c:\D Drive\Projects\BigVision Assignment\kaggle\input\casia-spicing-detection-localization\IMAGE\Au\Au_sec_30672.png,c:\D Drive\Projects\BigVision Assignment\kaggle\input\casia-spicing-detection-localization\MASK\Au\Au_sec_30672.png,1,Au,authentic,0
c:\D Drive\Projects\BigVision Assignment\kaggle\input\casia-spicing-detection-localization\IMAGE\Tp\Tp_S_NNN_S_N_sec00027_sec00027_00048.png,c:\D Drive\Projects\BigVision Assignment\kaggle\input\casia-spicing-detection-localization\MASK\Tp\Tp_S_NNN_S_N_sec00027_sec00027_00048.png,1,Tp,tampered,1
c:\D Drive\Projects\BigVision Assignment\kaggle\input\casia-spicing-detection-localization\IMAGE\Tp\Tp_D_NRN_M_N_nat10148_nat10159_12124.png,c:\D Drive\Projects\BigVision Assignment\kaggle\input\casia-spicing-detection-localization\MASK\Tp\Tp_D_NRN_M_N_nat10148_nat10159_12124.png,1,Tp,tampered,1
c:\D Drive\Projects\BigVision Assignment\kaggle\input\casia-spicing-detection-localization\IMAGE\Tp\Tp_S_NRD_S_N_pla20059_pla20059_02373.png,c:\D Drive\Projects\BigVision Assignment\kaggle\input\casia-spicing-detection-localization\MASK\Tp\Tp_S_NRD_S_N_pla20059_pla20059_02373.png,1,Tp,tampered,1
